id,title,true_genre,lr_predicted,svm_predicted
2188,"""Sam Dates"" (2017)",comedy,comedy,comedy
2189,Medalia de onoare (2009),drama,drama,drama
2190,Seulpeodo deonajuma (1970),drama,drama,drama
2191,"""Flat Out"" (2013)",sport,documentary,documentary
2192,Happy Ending (2015/III),romance,drama,drama
2193,Cré na Cille (2007),comedy,drama,drama
2194,Tokyo Bicycle Tour (2017),family,documentary,documentary
2195,Double Take (2009),documentary,documentary,documentary
2196,"""Unverified"" (2017)",comedy,comedy,comedy
2197,Dirt Roads and Cornfields (2006),drama,drama,drama
2198,Coming Home (????/II),thriller,drama,drama
2199,Dicks (2010),comedy,drama,drama
2200,Insane (2016/I),horror,drama,horror
2201,Generosity (2011),drama,drama,drama
2202,Death of a Terrorist (1989),documentary,documentary,documentary
2203,"""Wunderschön!"" (2008)",documentary,drama,drama
2204,The Trouble of the Rings 2: The Towers (2003),comedy,documentary,horror
2205,Beerfest (2006),comedy,drama,comedy
2206,"""Princess Electronia"" (????)",sci-fi,comedy,comedy
2207,China's Christianity (1997),documentary,documentary,documentary
2208,Being George Clooney (2016),documentary,documentary,documentary
2209,"""Real Estate Intervention"" (2009)",reality-tv,comedy,reality-tv
2210,Conspiracy (1930),mystery,drama,western
2211,One Way (2012),drama,short,short
2212,Juliano (2014),documentary,documentary,documentary
2213,The Horrors of Hussein (2003),history,documentary,documentary
2214,"""On the Corner"" (1948)",talk-show,comedy,short
2215,Just 2 Days (2001),drama,drama,drama
2216,Skoryy 'Moskva-Rossiya' (2014),comedy,comedy,comedy
2217,How to Be a Prince (2003/I),documentary,comedy,comedy
2218,"""Reach Around Radio"" (2011)",comedy,comedy,comedy
2219,Mali svet (2003),comedy,drama,drama
2220,Der Bananenkaktus (2004),short,comedy,comedy
2221,La Ultima Caida (2011),short,drama,drama
2222,Cowboy Spirit (2012),western,drama,drama
2223,Growing Up Thirty (2005),comedy,comedy,comedy
2224,"""Super Narcoleptic Girl"" (2018)",comedy,comedy,comedy
2225,Bodysnatchers of New York (2010),documentary,documentary,documentary
2226,Clair de Lune (2010),drama,drama,short
2227,Wisconsin Born & Bred: The Entertainers (2004),documentary,documentary,documentary
2228,"Bob, Carol & Dick (2020)",comedy,comedy,comedy
2229,Crooked Earth (2001),drama,drama,drama
2230,Boogie (2013),drama,drama,drama
2231,Durga Durgatinashini (1981),drama,drama,drama
2232,Natholi Oru Cheriya Meenalla (2013),comedy,drama,drama
2233,"""Lige midt imellem"" (2012)",documentary,drama,drama
2234,Building Faythe (2004),short,documentary,documentary
2235,Once Upon a Time in the Bronx (1994),short,documentary,short
2236,El Camino Christmas (2017),comedy,drama,drama
2237,The Edge of the Possible (1998),documentary,documentary,documentary
2238,Metamorphosis A.D. (2017),sci-fi,documentary,comedy
2239,Brett Ratner and Dwayne Johnson: An Introduction (2014),short,documentary,documentary
2240,"""The Bunker"" (2017)",thriller,drama,drama
2241,Tour Between Two Lovers (2014),comedy,comedy,comedy
2242,Kids of Tehran (2017),short,documentary,short
2243,Resurrection (2015/V),short,comedy,comedy
2244,"""Chicagolicious"" (2012)",reality-tv,documentary,short
2245,Devir (2007),short,documentary,short
2246,O Querido Lilás (1987),comedy,drama,documentary
2247,Outlaw Gold (1950),western,western,western
2248,The Duct Tape Killer (1998),horror,drama,adventure
2249,Trope (2012),short,documentary,short
2250,Corpsicles (2008),documentary,documentary,documentary
2251,Walk of Legends: Then & Now (2004),documentary,documentary,documentary
2252,Houseful (2009),drama,drama,drama
2253,"""Married (After All)"" (2016)",comedy,comedy,comedy
2254,An Aerial Acrobat (1910),short,drama,short
2255,"""People Do the Craziest Things"" (1984)",comedy,comedy,comedy
2256,Grampa's Monster Movies (1988),horror,comedy,horror
2257,Lian ai de tian kong (1994),comedy,drama,drama
2258,313 (2008),drama,drama,drama
2259,Bounty Hunter Vixens: Carnal Enchantment (2003),action,drama,horror
2260,Marley Neck Road (2014),thriller,documentary,documentary
2261,America Brown (2004),drama,drama,drama
2262,I nostalgos (2005),drama,drama,drama
2263,Doktor Judym (1975),drama,drama,drama
2264,Cannibals and Crampons (2002),documentary,documentary,documentary
2265,The Last Ridge: The 10th Mountain Division (2007),documentary,documentary,documentary
2266,Demon's Kiss (2002),horror,drama,horror
2267,Deux fereshté (2003),drama,drama,drama
2268,I tempi felici verranno presto (2016),drama,documentary,horror
2269,"""Addicts & Animals"" (2012)",reality-tv,drama,action
2270,Het Leven is Ergens Anders (2006),documentary,documentary,documentary
2271,Venus in Bont (1974),drama,documentary,documentary
2272,The Ruse of the Rattler (1921),western,western,western
2273,Charles Lindbergh: The True Story (2005),documentary,documentary,documentary
2274,Profile of a Killer (2012),thriller,drama,action
2275,Witness Protection (2006),adventure,drama,documentary
2276,"""The Wonderland Murders"" (2018)",crime,documentary,drama
2277,Aamhi Jato Amuchya Gava (1968),drama,drama,drama
2278,Velkommen hjem (2002),documentary,documentary,documentary
2279,Apache (1954),western,drama,comedy
2280,CASA of NJ: I Need Someone (2013),short,documentary,documentary
2281,L'Amour au temps de la guerre civile (2014),drama,drama,drama
2282,Shallow Grave (2015),crime,drama,drama
2283,Utrpení mladého Bohácka (1969),comedy,drama,drama
2284,Stone & Ed (2008),comedy,comedy,comedy
2285,Tukso (2007),mystery,drama,drama
2286,Zydeco Road (????),music,documentary,documentary
2287,Asylum (2007/IV),short,drama,drama
2288,Qing hong (2005),drama,drama,drama
2289,Michigan Football Memories (2004),documentary,documentary,documentary
2290,That One Amazing Movie (2016),comedy,drama,drama
2291,Smile Now Cry Later (2013),drama,drama,drama
2292,The Unloved (2009),drama,drama,documentary
2293,The Greek (2017),short,drama,documentary
2294,Before It's Too Late: The Zoos (1993),documentary,documentary,documentary
2295,The Notes of Life (????),drama,drama,short
2296,Murder Times Seven (1990),thriller,drama,horror
2297,Os Inquilinos (2009),drama,drama,comedy
2298,Tortillas Again? (2006),comedy,drama,drama
2299,Franziska (1996),short,short,short
2300,Koshish (1972),drama,drama,drama
2301,"""Wai Tan Jing Shi"" (2013)",drama,drama,drama
2302,"""Fiat Chrysler de México: historia de una nueva tradición"" (2016)",documentary,documentary,documentary
2303,Life's Pendulum (1917),short,drama,drama
2304,Forgotten on Sinjar (2018),documentary,documentary,documentary
2305,Billy Was a Deaf Kid (2009),comedy,comedy,short
2306,The Film Peddler (2011),documentary,documentary,documentary
2307,"Santa, Baby! (2001)",animation,drama,drama
2308,"""SketchWork TV"" (2011)",sci-fi,short,short
2309,Ang babae sa septic tank (2011),comedy,documentary,documentary
2310,Hitman's Run (1999),action,documentary,action
2311,Doctor Detroit (1983),comedy,drama,comedy
2312,Santee (1973),western,drama,drama
2313,Hiss Dokhtarha Faryad Nemizanand (2013),drama,drama,drama
2314,Air Transportation (1947),short,documentary,comedy
2315,The Cost of Vengeance (????),action,drama,thriller
2316,Asleep in a Storm (2013),drama,comedy,comedy
2317,Hälsoresan - En smal film av stor vikt (1999),comedy,drama,comedy
2318,"""Molly's Zoo"" (1997)",documentary,documentary,documentary
2319,Skylanders: SuperChargers (2015),action,documentary,action
2320,In God's Name (2007),documentary,documentary,documentary
2321,Don Giovanni in Sicilia (1967),comedy,drama,comedy
2322,The American West: On the Road with Michael Blake (2008),documentary,documentary,documentary
2323,Execution (1968),western,drama,western
2324,"""Keyshawn Johnson: Tackling Design"" (2009)",reality-tv,drama,drama
2325,Happy Ever Afters (2009),comedy,drama,comedy
2326,Frontier Marshal (1939),western,comedy,comedy
2327,"""Robin Banks and the Bank Roberts"" (2014)",comedy,comedy,comedy
2328,Raftaar - An Obsession (2009),thriller,drama,drama
2329,The Omen Legacy (2001),documentary,documentary,documentary
2330,Sogno proibito (1988),drama,drama,comedy
2331,Letters Home from the South China Seas: Adventures in Singapore & Borneo (1989),documentary,documentary,documentary
2332,The Great Ruby (1915),drama,drama,drama
2333,Finding Lenny (2009),comedy,drama,drama
2334,311 Revival (2017),documentary,documentary,documentary
2335,9 Muses (2009),thriller,drama,short
2336,Scapegoat (2017/III),thriller,comedy,comedy
2337,True Legends: Technology of the Fallen (2016),documentary,documentary,documentary
2338,Misu pîchi: Kyonyuu wa momo no amami (2005),comedy,documentary,thriller
2339,Fantasy Nights (1990),adult,drama,drama
2340,Untitled Steve Jobs/Joan Baez Dramedy Project (????),drama,drama,drama
2341,Images of Desire (1990),adult,comedy,drama
2342,Human Stuff (1920),western,drama,western
2343,Paranormal Sexperiments (2016),comedy,horror,horror
2344,The Craftsman (2018),drama,drama,drama
2345,Mr. Bingle (1922),comedy,drama,drama
2346,Wo die grünen Ameisen träumen (1984),drama,documentary,documentary
2347,Inmaterial (2015),drama,horror,horror
2348,Superheroes (2017/II),short,drama,drama
2349,Los Four/Murals of Aztlan (1974),documentary,documentary,documentary
2350,The One Man Beatles (2009),documentary,documentary,documentary
2351,The Arbitrator (????),action,drama,short
2352,"Another Dirty Room 3: The Un-Super 8: Mice and Filth: Essex, Maryland (2016)",short,short,short
2353,"""Politics in the Yard"" (2015)",talk-show,comedy,game-show
2354,The Drum Beats Twice (2008),drama,drama,drama
2355,Det meste af tiden (2009),short,documentary,documentary
2356,Extreme Couponing: Midnight Madness (2012),reality-tv,comedy,comedy
2357,MindFlux (2010),documentary,documentary,documentary
2358,The Owl and the Pussycat (1970),comedy,drama,drama
2359,Another Dirty Room: Cesspit from Hell - The Midtown Inn Baltimore (2016),short,comedy,comedy
2360,PoV (2006),short,short,short
2361,One in Seven Million (2010),music,drama,drama
2362,Listen... Amaya (2013),drama,drama,documentary
2363,"""Oikologika imerologia"" (2011)",documentary,drama,drama
2364,Railway Tiger (2017),drama,drama,drama
2365,Elite (2017),action,documentary,comedy
2366,Prairie Rose (2006),drama,drama,drama
2367,The Bad Samaritan (2001),thriller,drama,thriller
2368,"""Tori & Dean: Inn Love"" (2007)",reality-tv,documentary,horror
2369,The Oscar (1966),drama,comedy,comedy
2370,"""Pod17"" (2016)",sci-fi,documentary,short
2371,Operation Latin Phoenix (2003),documentary,documentary,documentary
2372,Emmanuelle bianca e nera (1976),drama,drama,drama
2373,"""Captain 11"" (1955)",family,documentary,documentary
2374,Code 1299 (2003),adventure,documentary,adventure
2375,"""Maclear"" (1974)",news,documentary,documentary
2376,Bobby Short at the Cafe Carlyle (1979),music,documentary,documentary
2377,And Punching the Clown (2016),comedy,comedy,comedy
2378,"""Shadow Chasers"" (2017)",documentary,documentary,horror
2379,Studio (2016),short,short,short
2380,"""Frank Hardon: Life Coach"" (2015)",comedy,drama,drama
2381,Ara (2008),drama,documentary,drama
2382,Artistic Dictatorship (2016),short,documentary,documentary
2383,Crocodile Love Story (2013),comedy,drama,drama
2384,Scream for Christmas (2000),horror,horror,horror
2385,Arugba (2010),drama,documentary,documentary
2386,Lost (2007),short,short,short
2387,Consolation (2010),drama,drama,drama
2388,Shadows of a Leader: Qaddafi's Female Bodyguards (2004),documentary,documentary,documentary
2389,Over Land (2008),documentary,documentary,documentary
2390,Aashiq Hoon Baharon Ka (1977),romance,drama,drama
2391,Black Saturday (2005),action,drama,drama
2392,Night of the Bums (1998),horror,horror,horror
2393,Little Black Spiders (2012),drama,drama,drama
2394,The Man Who Found Himself (1925),drama,drama,drama
2395,"""Roses Underground"" (2017)",action,drama,drama
2396,People Power Bombshell: The Diary of Vietnam Rose (2016),documentary,documentary,documentary
2397,Superhero (2000),short,documentary,action
2398,Veve (2014),drama,drama,drama
2399,Lac aux dames (1934),drama,drama,drama
2400,Naked Complex (1963),drama,drama,drama
2401,L'étrange Madame X (1951),drama,drama,short
2402,Behind the Eight Ball (2010),drama,drama,drama
2403,The Intruders (2012/I),short,comedy,comedy
2404,Taksi (1991),drama,drama,drama
2405,Lost Reality (2004),comedy,documentary,documentary
2406,Mamachas del ring (2009),documentary,drama,drama
2407,Further We Search (2009),drama,documentary,short
2408,Fishing bodies (2016),documentary,documentary,documentary
2409,Crony (2017),short,drama,horror
2410,"""Under Arrest"" (1993)",crime,drama,action
2411,Shadows and Whispers (2001),documentary,documentary,documentary
2412,Annie's Coming Out (1984),drama,drama,drama
2413,Hav Plenty (1997),comedy,comedy,comedy
2414,The Aspern Papers (2010),drama,drama,drama
2415,Maternal (????),horror,drama,drama
2416,Documenting Words (2013),documentary,documentary,documentary
2417,Los Jack Machine (2012),short,documentary,documentary
2418,Weird Scenes Inside the Presidential Election 1984 (????),fantasy,documentary,documentary
2419,"""The Easter Experience"" (2007)",drama,drama,short
2420,Garden of Lies (1915),drama,drama,drama
2421,Lost Cave Temples of the Himalaya (2009),documentary,documentary,documentary
2422,Notes on Liberty (2009),short,documentary,documentary
2423,"""Nat Geo's Most Amazing Photos"" (2009)",adventure,documentary,documentary
2424,Look Deeper: Beauty (2015),drama,documentary,short
2425,Halt: The Motion Picture (2016),drama,drama,short
2426,A Mother's Secret (1918),drama,drama,drama
2427,You 2 (2003),short,drama,drama
2428,Voyage of the Balangay (2014),documentary,documentary,documentary
2429,Fisimatenten (2000),drama,comedy,comedy
2430,Grudges Guts Glory (2012),documentary,documentary,sport
2431,R2PC: Road to Park City (2000),comedy,comedy,comedy
2432,Bye Bye Brasil (1980),drama,drama,drama
2433,Paj Ntaub - The Rose Cloth (2015),romance,drama,drama
2434,"""Mrs. Carrington"" (2009)",comedy,drama,drama
2435,Revenge Is Sweet (2001),adult,drama,adult
2436,Ottamandaram (2014),drama,drama,drama
2437,"""Chiller Night Theater"" (2015)",horror,comedy,comedy
2438,De Franse slag in Zeeland (2015),documentary,documentary,documentary
2439,Chiara (1999),short,drama,short
2440,La vida inesperada (2013),comedy,drama,drama
2441,"""Landsbyen"" (1991)",drama,drama,drama
2442,Louis Theroux: Behind Bars (2008),documentary,documentary,documentary
2443,Wargoon Flishe (2007),animation,documentary,comedy
2444,Giant Crystal Cave (2008),documentary,documentary,family
2445,BrownTown (2015),comedy,drama,drama
2446,Beyond My Skin (2017),drama,drama,drama
2447,Don't Cry in the Dark: The David Lear Story (2017),drama,drama,drama
2448,Marshal (2002),action,drama,drama
2449,Kniga (2013),drama,documentary,documentary
2450,Don Quixote (1915),drama,short,short
2451,Forgotten Voices: Women in Bosnia (2008),documentary,documentary,documentary
